© 2000-2018 QIAGEN. All rights reserved.															
Symbol	Synonym(s)	Entrez Gene Name	Gene Symbol - human (HUGO / HGNC / Entrez Gene)	Expr Other	Expr Log Ratio	Expr p-value	Location	Family	Drugs	Entrez Gene ID for Human	Entrez Gene ID for Mouse	Entrez Gene ID for Rat	PubChem ID	HMDB ID	CAS ID
DTX3L	AU042200, BBAP, BC023741, deltex 3-like, E3 ubiquitin ligase, deltex E3 ubiquitin ligase 3L, LOC151636, RGD1565144, RNF143	deltex E3 ubiquitin ligase 3L	DTX3L	1437.266828	-2.072119287	3.3159E-149	Cytoplasm	enzyme		151636	209200	498089			
E2F1	E2f, E2F transcription factor 1, mKIAA4009, RBAP1, RBBP3, RBP3	E2F transcription factor 1	E2F1	1536.20504	-0.116592756	0.173339001	Nucleus	transcription regulator		1869	13555	399489			
EGFR	9030024J15RIK, AI552599, C-ERBB, EGF receptor, EGF-TK, EGFR vIII, EGFR1, epidermal growth factor receptor, ERBB, ERBB1, Errb1, Errp, HER-1 (EGFR), HER1, MENA, NISBD2, PIG61, wa-2, Wa5	epidermal growth factor receptor	EGFR	767.4576306	-1.724343529	1.19078E-59	Plasma Membrane	kinase	cetuximab, AEE 788, panitumumab, BMS-599626, varlitinib, tesevatinib, BMS-690514, bevacizumab/erlotinib, matuzumab, afatinib, nimotuzumab, necitumumab, BIBX 1382BS, icotinib, transforming growth factor(alpha)-pseudomonas aeruginosa exotoxin (38), MP 412, sapitinib, cetuximab/irinotecan, CUDC 101, zalutumumab, lapatinib/pazopanib, irinotecan/panitumumab, erlotinib/vismodegib, erlotinib/gemcitabine, JNJ-26483327, lapatinib/letrozole, capecitabine/lapatinib, bevacizumab/panitumumab, bevacizumab/cetuximab, EGFR tyrosine kinase inhibitor, capecitabine/erlotinib, lapatinib/paclitaxel, rociletinib, brigatinib, MEHD7945A, cabozantinib/erlotinib, osimertinib, poziotinib, olmutinib, sym004, IMGN289, EGFR antisense DNA, pyrotinib, EGF816, naquotinib, selatinib, 18F-PEG6-IPQA, lapatinib/trastuzumab, ABT-414, SCT200, docetaxel/lapatinib, anti-EGFR monoclonal antibody GT-MAB 5.2-GEX, anti-EGFR antibody, AZD3759, avitinib, PF-06747775, LY3164530, RG 14620, TAK-285, SAR103168, PF-06459988, bis-tyrphostin, tyrphostin A48, tyrphostin A30, RG 13022, SYN004, MM-151, GC1118, RM-1929, hemay022, hemay020, pirotinib, ABBV-221, AC0010MA, afatinib/cetuximab, dabrafenib/panitumumab, BGB-283, HLX07, JNJ-61186372, cetuximab/panitumumab, erlotinib/gefitinib, dabrafenib/panitumumab/trametinib, AP32788, everolimus/gefitinib, epitinib, depatuxizumab, CK-101, EGFR monoclonal antibody, sym013, theliatinib, doxorubicin-loaded EGFR-targeting nanocells, HS-10296, canertinib, gefitinib, cetuximab-IRDye 800CW, YH25448, BPI-15086, neratinib, PD 153035, pelitinib, alflutinib, SKLB1028, lapatinib, AMG 596, vandetanib, afatinib/paclitaxel, bevacizumab/erlotinib/pemetrexed, capecitabine/cetuximab/irinotecan, cetuximab/vemurafenib, CPGJ602, cetuximab/gemcitabine, doxorubicin/lapatinib/paclitaxel/trastuzumab, afatinib/osimertinib, erlotinib/osimertinib, gefitinib/osimertinib, anastrozole/lapatinib, anastrozole/lapatinib/trastuzumab, lapatinib/letrozole/trastuzumab, panitumumab-IRDye800, crizotinib/erlotinib, crizotinib/gefitinib, erlotinib	1956	13649	24329			
EIF3A	A830012B05RIK, Csma, EIF3, eIF3-p170, eIF3-theta, eIF3-_, EIF3S10, Elf3-P162, eukaryotic translation initiation factor 3 subunit A, eukaryotic translation initiation factor 3, subunit A, mKIAA0139, P167, p180, p185, TIF32, ZH12	eukaryotic translation initiation factor 3 subunit A	EIF3A	13662.55999	0.248180955	0.0003916	Cytoplasm	other		8661	13669	292148			
EIF4G1	E030015G23RIK, eIF-4-gamma 1, eIF-4-_ 1, EIF4F, EIF4G, EIF4GI, EUKARYOTIC protein SYNTHESIS INITIATION FACTOR, eukaryotic translation initiation factor 4 gamma 1, eukaryotic translation initiation factor 4 gamma, 1, eukaryotic translation initiation factor 4 _ 1, eukaryotic translation initiation factor 4 _, 1, eukaryotic translation initiation factor 4, gamma 1, eukaryotic translation initiation factor 4, _ 1, LOC102550847, P220, PARK18	eukaryotic translation initiation factor 4 gamma 1					Cytoplasm	translation regulator		1981	208643	287986			
ENDOV	A730011L01Rik, endonuclease V, FLJ35220	endonuclease V	ENDOV	916.4632705	-0.452564839	3.51931E-10	Cytoplasm	enzyme		284131	338371				
epirubicin	(7S,9S)-7-[(2R,4S,5R,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione, (8S-cis)-10-[(3-amino-2,3,6-trideoxy-a-L-arabino-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-5,12-naphthacenedione hydrochloride, 4' epiadriamycin, 4' epidoxorubicin, 4'-epi-DXR, 5,12-naphthacenedione, 10-((3-amino-2,3,6-trideoxy-alpha-L-arabino-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-, (8S-cis)-, 5,12-naphthacenedione, 10-((3-amino-2,3,6-trideoxy-_-L-arabino-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-, (8S-cis)-, 56390-09-1, 56420-45-2, 57918-25-9, C27H29NO11, Ellence, Epi-Dx, Epiadriamycin, EPIcell, Epidoxorubicin, Epilem, epirubicin HCl, epirubicin hydrochloride, Epirubicina [INN-Spanish], Epirubicina [Spanish], epirubicine, Epirubicine [French], Epirubicine [INN-French], Epirubicinum [INN-Latin], Epirubicinum [Latin], Farmorubicin, Farmorubicin RD, Farmorubicina, Farmorubicine, IMI 28, NSC256942, Pharmorubicin, Pharmorubicin Pfs, Pidorubicina [INN-Spanish], Pidorubicine [INN-French], Pidorubicinum [INN-Latin], Ridorubicin						Other	chemical drug					41867	HMDB0014588	56390-09-1
ERBB2	1 NDF1, C-erb-b2, c-neu, CD340, EGFR2, epidermal growth factor receptor 2, erb-b2 receptor tyrosine kinase 2, ERBB2 receptor, HER-2, HER-2 (ERBB2), HER2/Neu, l11Jus8, mKIAA3023, MLN 19, NEU, NGL, p185HER2, TKR1, V-ERBB2 NEURO/GLIOBLASTOMA-DERIVED ONCOGENE	erb-b2 receptor tyrosine kinase 2	ERBB2	2462.855146	-0.208911004	0.00176758	Plasma Membrane	kinase	trastuzumab, BMS-599626, varlitinib, tesevatinib, CP-724,714, BMS-690514, afatinib, pertuzumab, ertumaxomab, MP 412, sapitinib, mubritinib, trastuzumab emtansine, CUDC 101, lapatinib/pazopanib, JNJ-26483327, lapatinib/letrozole, cyclophosphamide/docetaxel/doxorubicin/trastuzumab, cyclophosphamide/doxorubicin/paclitaxel/trastuzumab, paclitaxel/trastuzumab, capecitabine/lapatinib, docetaxel/pertuzumab/trastuzumab, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/trastuzumab, paclitaxel/pertuzumab/trastuzumab, trastuzumab/vinorelbine, capecitabine/trastuzumab, lapatinib/paclitaxel, pertuzumab/trastuzumab, cyclophosphamide/doxorubicin/paclitaxel/pertuzumab/trastuzumab, MGAH22, osimertinib, 89Zr-trastuzumab, tucatinib, poziotinib, [68Ga]ABY-025, pyrotinib, selatinib, MM-111, lapatinib/trastuzumab, MM-302, docetaxel/lapatinib, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/docetaxel/doxorubicin/pertuzumab/trastuzumab, cyclophosphamide/docetaxel/trastuzumab, SYD985, TAK-285, FS102, pirotinib, afatinib/cetuximab, DS-8201a, MEDI4276, ARX788, I-131-SGMIB, fulvestrant/pertuzumab/trastuzumab, capecitabine/pertuzumab/trastuzumab, pertuzumab/tamoxifen/trastuzumab, anastrozole/pertuzumab/trastuzumab, exemestane/pertuzumab/trastuzumab, letrozole/pertuzumab/trastuzumab, AP32788, GBR 1302, sym013, RC48, MCLA-128, ZW25, XMT-1522, HER2 inhibitor, ADCT-502, neratinib, cyclophosphamide/methotrexate/trastuzumab, gemcitabine/trastuzumab, eribulin/trastuzumab, MP0274, pelitinib, lapatinib, PRS-343, 68GaNOTA-anti-HER2 VHH1, PF-06804103, afatinib/paclitaxel, docetaxel/trastuzumab/vinorelbine, doxorubicin/lapatinib/paclitaxel/trastuzumab, afatinib/osimertinib, erlotinib/osimertinib, gefitinib/osimertinib, tamoxifen/trastuzumab, anastrozole/lapatinib, anastrozole/lapatinib/trastuzumab, anastrozole/trastuzumab, fulvestrant/trastuzumab, lapatinib/letrozole/trastuzumab, letrozole/trastuzumab, anti-HER2 antibody, docetaxel/pamidronic acid/trastuzumab, erlotinib, nordihydroguaiaretic acid	2064	13866	24337			
ERCC1	COFS4, ERCC excision repair 1, endonuclease non-catalytic subunit, excision repair cross-complementing rodent repair deficiency, complementation group 1, RAD10, UV20	ERCC excision repair 1, endonuclease non-catalytic subunit	ERCC1	2514.324049	-0.073082006	0.400039877	Nucleus	enzyme		2067	13870	292673			
ERCC2	AA407812, AU020867, AW240756, COFS2, CXPD, EM9, ERCC excision repair 2, TFIIH core complex helicase subunit, excision repair cross-complementing rodent repair deficiency, complementation group 2, LOC100361160, LOC100364929, Mhdarco15, RCO015, TFIIH, TFIIH p80, TTD, TTD1, XPD	ERCC excision repair 2, TFIIH core complex helicase subunit	ERCC2	1847.359182	0.259674914	0.000358561	Nucleus	enzyme		2068	13871	308415			
ERCC3	BTF2, BTF2 p89, DNA repair protein complementing xp, ERCC excision repair 3, TFIIH core complex helicase subunit, excision repair cross-complementing rodent repair deficiency, complementation group 3, GTF2H, p89 TFIIH, RAD25, TFIIH, TTD2, XPB	ERCC excision repair 3, TFIIH core complex helicase subunit	ERCC3	3369.168147	0.369230389	7.57343E-11	Nucleus	enzyme		2071	13872	291703			
ERCC4	AI606920, ERCC excision repair 4, endonuclease catalytic subunit, ERCC11, Ercc4l1, excision repair cross-complementing rodent repair deficiency, complementation group 4, excision repair cross-complementing rodent repair deficiency, complementation group 4-like 1, FANCQ, LOC100365348, LOC100909753, LOC683847, LOC687284, LOC688631, RAD1, RGD1560340, XFEPS, XPF	ERCC excision repair 4, endonuclease catalytic subunit	ERCC4	471.6519648	-0.722451333	2.10459E-08	Nucleus	enzyme		2072	50505	360465|304719			
ERCC5	COFS3, ERCC excision repair 5, endonuclease, ERCM2, Excision repair cross-complementing rodent repair deficiency,complementation group 5, UVDR, XPG, XPGC	ERCC excision repair 5, endonuclease	ERCC5	168.7957802	0.037203094	0.87423962	Nucleus	enzyme		2073	22592	301382			
ERCC6	4732403I04, ARMD5, C130058G22RIK, CKN2, COFS, COFS1, CSB, CSB-PGBD3, ERCC excision repair 6, chromatin remodeling factor, ERCC6-PGBD3, excision repair cross-complementing rodent repair deficiency, complementation group 6, FLJ13497, LOC282965, POF11, RAD26, UVSS1	ERCC excision repair 6, chromatin remodeling factor	ERCC6	216.7051594	0.01753119	0.938794321	Nucleus	transcription regulator		2074	319955	306274			
ERCC8	2410022P04Rik, 2810431L23Rik, 4631412O06Rik, B130065P18RIK, CKN1, CSA, Csb, ERCC excision repair 8, CSA ubiquitin ligase complex subunit, excision repaiross-complementing rodent repair deficiency, complementation group 8, UVSS2	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	ERCC8	609.6914953	0.435214524	2.68115E-06	Nucleus	transcription regulator		1161	71991	310071			
ESCO2	2410004I17Rik, D030072L07Rik, EFO2, establishment of sister chromatid cohesion N-acetyltransferase 2, LOC683635, RBS	establishment of sister chromatid cohesion N-acetyltransferase 2	ESCO2	1164.893753	-1.019867183	5.87534E-38	Nucleus	enzyme		157570	71988	691979			
estrogen receptor	ER, ESR, ESR1/2, esr1/esr2						Nucleus	group	fulvestrant, fulvestrant/palbociclib, fulvestrant/pertuzumab/trastuzumab, toremifene, GDC-9545, fulvestrant/trastuzumab, everolimus/fulvestrant, enclomiphene, estetrol						
ethyl methanesulfonate	62-50-0, C3H8O3S, EMS, ethyl methanesulfonate, methanesulfonic acid, ethyl ester						Other	chemical toxicant					6113	--	62-50-0
etoposide	(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one, 121471-01-0, 136598-18-0, 201594-04-9, 33419-42-0, 35317-32-9, 4'-demethylepipodophyllotoxin 9-[4, 6-O-(R)-ethylidene-b-D-glucopyranoside], 51854-34-3, 76576-58-4, C29H32O13, Celltop, demethyl epipodophyllotoxin ethylidine glucoside, eposide, Eposin, Eto GRY, Etomedac, etopo, Etopos, Etoposide Pierre Fabre, Etoposide Teva, Etoposido Ferrer Farma, Exitop, furo(3',4':6,7)naphtho(2,3-d)-1,3-dioxol-6(5aH)-one, 9-((4,6-O-ethylidene-beta-D-glucopyranosyl)oxy)-5,8,8a,9-tetrahydro-5-(4-hydroxy-3,5-dimethoxyphenyl)-, (5R-(5alpha,5abeta,8aalpha,9beta(R*)))-, furo(3',4':6,7)naphtho(2,3-d)-1,3-dioxol-6(5aH)-one, 9-((4,6-O-ethylidene-_-D-glucopyranosyl)oxy)-5,8,8a,9-tetrahydro-5-(4-hydroxy-3,5-dimethoxyphenyl)-, (5R-(5alpha,5abeta,8aalpha,9beta(R*)))-, Lastet, NSC141540, Onkoposid, Riboposid, Toposar, Vepesid, Vepesid J, Vepeside, VP 16-213, VP-16, Vépéside-Sandoz, Zuyeyidal						Other	chemical drug					36462	HMDB0014911	51854-34-3
ETV6	AW123102, AW557856, ETS variant 6, MPE, TEL, TEL/ABL, THC5	ETS variant 6	ETV6	2178.460337	-0.970008628	1.02964E-65	Nucleus	transcription regulator		2120	14011	312777			
EVL	AI528774, b2b2600Clo, Ena-vasodilator stimulated phosphoprotein, Enah/Vasp-like, RNB6	Enah/Vasp-like	EVL	572.7627804	-0.167255856	0.146645614	Plasma Membrane	other		51466	14026				
EXD2	4930539P14Rik, C14orf114, C85658, EXDL2, exonuclease 3'-5' domain containing 2, RGD1311087	exonuclease 3'-5' domain containing 2	EXD2	346.8063242	-0.514528128	6.70177E-06	Other	other		55218	97827	362759			
EXO1	5730442G03RIK, exonuclease 1, HEX1, hExoI, Msa	exonuclease 1	EXO1	1503.738188	-0.159938365	0.034407731	Nucleus	enzyme		9156	26909	305000			
EXOG	AW557704, endo/exonuclease (5'-3'), endonuclease G-like, ENDOGL1, ENDOGL2, ENGL, ENGL-a, ENGL-B, exo/endonuclease G	exo/endonuclease G	EXOG	1227.099202	-0.487714786	1.71847E-06	Cytoplasm	enzyme		9941	208194	301062			
EYA1	BOP, BOR, BOS1, EYA transcriptional coactivator and phosphatase 1, OFC1	EYA transcriptional coactivator and phosphatase 1	EYA1	358.723094	-0.271479409	0.041317695	Nucleus	phosphatase		2138	14048	502935			
EYA3	AI844637, EYA transcriptional coactivator and phosphatase 3	EYA transcriptional coactivator and phosphatase 3	EYA3	1239.959323	0.440307422	1.88484E-09	Nucleus	phosphatase		2140	14050	313027			
EZH2	EHZ2, enhancer of zeste 2 polycomb repressive complex 2 subunit, ENX-1, Enx1h, EZH2b, KMT6, KMT6A, mKIAA4065, WVS2, WVS	enhancer of zeste 2 polycomb repressive complex 2 subunit	EZH2	1170.265379	0.141183337	0.083689415	Nucleus	transcription regulator	tazemetostat, GSK2816126, CPI-1205, DS-3201	2146	14056	312299			
FAN1	6030441H18Rik, FANCD2 and FANCI associated nuclease 1, FANCD2/FANCI-associated nuclease 1, hFAN1, KIAA1018, KMIN, mFAN1, MTMR15, RGD1566323	FANCD2 and FANCI associated nuclease 1	FAN1	917.7781656	0.301722009	0.012862818	Nucleus	enzyme		22909	330554	309256			
FANCA	AW208693, FA, FA-H, FA1, FAA, FACA, FANCH, Fanconi anaemia complementation group A, Fanconi anaemia, complementation group A, Fanconi anemia complementation group A, Fanconi anemia, complementation group A	Fanconi anemia complementation group A	FANCA	2429.116208	0.267711263	0.00076382	Nucleus	other		2175	14087	361435			
FANCC	FA3, FAC, FACC, Fanconi anaemia complementation group C, Fanconi anaemia, complementation group C, Fanconi anemia complementation group C, Fanconi anemia, complementation group C	Fanconi anemia complementation group C	FANCC	1550.991782	0.388159356	9.87905E-11	Nucleus	other		2176	14088	24361			
FANCD2	2410150O07RIK, AU015151, BB137857, FA-D2, FA4, FACD, FAD, FANCD, Fanconi anaemia complementation group D2, Fanconi anaemia, complementation group D2, Fanconi anemia complementation group D2, Fanconi anemia, complementation group D2	Fanconi anemia complementation group D2	FANCD2	1495.786027	0.542423607	6.07292E-11	Nucleus	other		2177	211651	312641			
FANCF	A730016A17, FAF, Fanconi anaemia complementation group F, Fanconi anaemia, complementation group F, Fanconi anemia complementation group F, Fanconi anemia, complementation group F, RGD1561456	Fanconi anemia complementation group F	FANCF	379.0240699	-0.092710047	0.529630254	Nucleus	other		2188	100040608	499155			
FANCG	AU041407, FAG, Fanconi anaemia complementation group G, Fanconi anaemia, complementation group G, Fanconi anemia complementation group G, Fanconi anemia, complementation group G, LOC684204, XRCC9	Fanconi anemia complementation group G	FANCG	2897.625291	0.251757706	0.000335539	Nucleus	other		2189	60534	691105			
FANCI	BC025462, Fanconi anaemia complementation group I, Fanconi anaemia, complementation group I, Fanconi anemia complementation group I, Fanconi anemia, complementation group I, FLJ10719, KIAA1794, MITOCHONDRIAL DNA POLYMERASE gamma, MITOCHONDRIAL DNA POLYMERASE _	Fanconi anemia complementation group I	FANCI	4601.829709	0.824252561	9.29531E-54	Nucleus	other		55215	208836	100360594			
FANCL	2010322C19Rik, AW554273, B230118H11Rik, FAAP43, Fanconi anaemia complementation group L, Fanconi anaemia, complementation group L, Fanconi anemia complementation group L, Fanconi anemia, complementation group L, FLJ10335, gcd, PHF9, POG	Fanconi anemia complementation group L	FANCL	2293.994259	0.345604804	3.38321E-06	Nucleus	enzyme		55120	67030	305600			
FBXO6	AA408845, F-box protein 6, FBG2, FBS2, FBX6, FBX6A, Fbx6b, FBXO6B	F-box protein 6	FBXO6	67.61052806	0.420123015	0.115617403	Cytoplasm	enzyme		26270	50762	192351			
FEN1	AW538437, flap structure-specific endonuclease 1, MF1, RAD2	flap structure-specific endonuclease 1					Nucleus	enzyme		2237	14156	84490			
ferric chloride	7705-08-0, Cl3Fe, FeCl3, iron trichloride, iron(III) chloride, trichloroiron						Other	chemical toxicant					24380	--	7705-08-0
ferrous sulfate	"10028-21-4, 139939-63-2, 16547-58-3, 19885-22-4, 56172-58-8, 7720-78-7, 7782-63-0, 8060-18-2, 8063-79-4, Apo-Ferrous Sulfate, Ceferro, Chem-Sol, conferon, Eisendragees-ratiopharm, Eisensulfat Stada, Fe-Mar, Fe-Max, FeO4S, Feosol, Feospan, Fer-Gen-Sol, Fer-in-Sol, Feratab, Fero-Gradumet Filmtab, Ferodan, Ferogradumet, Ferra-Tab, Ferra-TD, Ferro-Gradumet, Ferro-Time, Ferrogamma, Ferrograd, FERROinfant, ferrosulfate, ferrous sulfate, ferrous sulfate, heptahydrate, ferrous sulphate, ferrous sulphate, heptahydrate, Fersul, FeSO4, haemofer, Haemoprotect, Hemobion, hemofer, Hämatopan, Iron Sol, iron sulfate, iron sulphate, iron(2+);sulfate, iron(2+);sulphate, Ironmar, Kendural, Mol-Iron, Plastufer, Siderol, Slow Fe, sulfuric acid, iron(2+) salt (1:1), sulphuric acid, iron(2+) salt (1:1), Vitaferro Kapseln"						Other	chemical drug					24393	HMDB0034944	16547-58-3
FGF10	AEY17, BB213776, fibroblast growth factor 10, Gsfaey17	fibroblast growth factor 10					Extracellular Space	growth factor		2255	14165	25443			
FGF2	BFGF, FGF2 22, FGFB, fibroblast growth factor 2, HBGF-2	fibroblast growth factor 2	FGF2	118.4810027	-1.470367432	5.72862E-17	Extracellular Space	growth factor	pentosan polysulfate, suradista, CP-547632, sucralfate	2247	14173	54250			
FIGNL1	Fidgetin-Like 1	fidgetin like 1	FIGNL1	979.0634505	0.214963379	0.05117033	Nucleus	enzyme		63979	60530	289777			
fludarabine	(2R,3S,4S,5R)-2-(6-amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol, 2-fluoroadenine arabinoside, 21679-14-1, 9-beta-D-arabinofuranosyl-2-fluoroadenine, 9-_-D-arabinofuranosyl-2-fluoroadenine, 9H-purin-6-amine, 9-beta-D-arabinofuranosyl-2-fluoro-, 9H-purin-6-amine, 9-beta-D-arabinofuranosyl-2-fluoro- (9CI), 9H-purin-6-amine, 9-_-D-arabinofuranosyl-2-fluoro-, 9H-purin-6-amine, 9-_-D-arabinofuranosyl-2-fluoro- (9CI), C10H12FN5O4, fara-A						Other	chemical drug					657237	--	21679-14-1
formaldehyde	50-00-0, CH2O, formaldehyde, formalin, formol, methanal, oxomethane, oxymethylene						Other	chemical - endogenous mammalian					712	HMDB0001426	50-00-0
FOS	AP-1, C-FOS, D12Rfj1, FBJ osteosarcoma oncogene, Fos proto-oncogene, AP-1 transcription factor subunit, p55	Fos proto-oncogene, AP-1 transcription factor subunit	FOS	201.3047206	-1.60678859	2.18871E-18	Nucleus	transcription regulator		2353	14281	314322			
FOXO3	1110048B16RIK, 2010203A17RIK, AF6q21, C76856, Fkhr2, FKHRL1, FKHRL1P2, forkhead box O3, FOXO2, FOXO3A	forkhead box O3	FOXO3	1449.557701	-0.326505849	0.00105501	Nucleus	transcription regulator		2309	56484	294515			
FOXP3	AIID, DIETER, Forkhead box P3, FOXP3A, IPEX, JM2, PIDX, RGD1562112, scurfin, sf, XPID	forkhead box P3	FOXP3	34.12735479	0.080695517	0.868769314	Nucleus	transcription regulator		50943	20371	317382			
FTO	ALKBH9, AW743446, BMIQ14, fat mass and obesity associated, FTO, alpha-ketoglutarate dependent dioxygenase, FTO, _-ketoglutarate dependent dioxygenase, GDFD, mKIAA1752, RGD1305121	FTO, alpha-ketoglutarate dependent dioxygenase	FTO	2073.293845	0.50693694	1.69285E-18	Nucleus	enzyme		79068	26383	291905			
furosemide	4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoic acid, 4-chloro-2-(furan-2-ylmethylamino)-5-sulphamoylbenzoic acid, 4-chloro-N-furfuryl-5-sulfamoylanthranilic acid, 4-chloro-N-furfuryl-5-sulphamoylanthranilic acid, 41733-55-5, 42461-27-8, 54-31-9, Aisemide, Aldalix, Aldic, Aluzine, Anfuramaide, Apo-Frusemide, Apo-Furosemide, Aquarid, Aquasin, Arasemide, benzoic acid, 5-(aminosulfonyl)-4-chloro-2-((2-furanylmethyl)amino)-, Beronald, Bioretic, Bristab, Bristurin, C12H11ClN2O5S, Cetasix, Depix, Desal, Desdemin, Di-Ademil, Dirine, Disal, Discoid, Disemide, Diucardin, Diumide-K, Diural, Diurapid, Diuretic Salt, Diurin, Diurolasa, Diusemide, Diusil, Diuzol, Dranex, Dryptal, Durafurid, Edemid, Edenol, Eliur, Elodrine, Endural, Errolon, Eutensin, Farsix, Finuret, Fluidrol, Fluss, Franyl, Frumex, Frumide, Frumil, Frusedan, Frusema, frusemid, frusemide, Frusemin, Frusenex, Frusetic, Frusid, Fulsix, Fuluvamide, Fuluvamine, Furanthril, Furanthryl, furantral, Furantril, Furanturil, Furesis, Furetic, Furex, Furfan, Furix, Furmid, Furo-Basan, Furo-Puren, Furobeta, Furocot, Furodiurol, Furodrix, Furomen, Furomex, Furomide M.D., Furorese, Furosan, Furose, Furosedon, furosemide monohydrochloride, furosemide monosodium salt, Furosemix, Furoside, Furosifar, Furosix, Furoter, Furovite, fursemide, Fursol, Fusid, Golan, Hissuflux, Hydol, Hydrenox, Hydrex, Hydro, Hydro-Rapid, Hydroled, Impugan, Jenafusid, Katlex, Kofuzon, Kolkin, Kutrix, Lasemid, Lasex, Lasiletten, Lasilix, Lasix, Lasix Retard, Lasix Special, Laxur, Lazix, Leodrine, Less Diur, Liside, Logirene, Lowpston, Lowpstron, Luscek, Macasirool, Marsemide, Mirfat, Mita, Moilarorin, Myrosemide, Nadis, Nelsix, Neo-Renal, Novosemide, Octan Draselny, Odemase, Odemex, Oedemex, Olmagran, Polysquall A, Prefemin, Profemin, Promedes, Promide, Protargen, Puresis, Radisemide, Radonna, Radouna, Retep, Rodiuran, Rontyl, Rosemide, Rosis, Rusyde, Sal Diureticum, Salinex, Salix, Salurex, Salurid, Seguril, Selectofur, Sigasalur, Sisuril, Spirofur, Synephron, Transit, Trofurit, Uremide, Uresix, Urex, Urex-M, Urian, Uridon, Uritol, Urosemide, Vergonil, Vesix, Yidoli, Zafimida						Other	chemical drug					3440	HMDB0001933	42461-27-8
FUS	ALS6, D430004D17Rik, D930039C12Rik, ETM4, FUS RNA binding protein, FUS1, HNRNPP2, POMP75, TLS	FUS RNA binding protein	FUS	12049.36589	0.534215168	6.65788E-16	Nucleus	transcription regulator		2521					
G6PD	G28A, G6PD1, G6PDX, Glucose-6-P Dehydrogenase, glucose-6-phosphate dehydrogenase, glucose-6-phosphate dehydrogenase X-linked, Gpdx	glucose-6-phosphate dehydrogenase	G6PD	10956.21221	0.001293766	0.988393666	Cytoplasm	enzyme		2539	14381	24377			
GADD45							Nucleus	group							
GADD45A	AA545191, DDIT1, GADD45, Gadd, growth arrest and DNA damage inducible alpha, growth arrest and DNA damage inducible _, growth arrest and DNA-damage-inducible 45 alpha, growth arrest and DNA-damage-inducible 45 _, Growth arrest and DNA-damage-inducible 45, _, growth arrest and DNA-damage-inducible, alpha, growth arrest and DNA-damage-inducible, _	growth arrest and DNA damage inducible alpha	GADD45A	757.8194221	-0.417552277	8.28408E-06	Nucleus	other		1647	13197	25112			
gedatolisib	1-4-4-dimethylamino-piperidin-1-yl-carbonyl-phenyl-3-4-4-6-dimorpholin-4-yl-1-3-5-triazin-2-yl-phenyl-urea, 1-[4-[4-(dimethylamino)piperidine-1-carbonyl]phenyl]-3-[4-(4,6-dimorpholin-4-yl-1,3,5-triazin-2-yl)phenyl]urea, 1197160-78-3, C32H41N9O4, PF-05212384, PKI-587						Other	chemical drug					44516953	--	1197160-78-3
gemcitabine	103882-84-4, 122111-03-9, 2',2'-DFDC, 2',2'-difluoro-2'-deoxycytidine, 2',2'-difluorodeoxycytidine, 2'-deoxy-2', 2'-difluorocytidine monohydrochloride (b-isomer), 2'-deoxy-2',2''-difluorocytidine-5'-O-monophosphate, 2'-deoxy-2'-difluorocytidine, 4-amino-1-[(2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one, 95058-81-4, C9H11F2N3O4, DDFC, DFDC, dfdCyd, Gemcin, gemcitabina, Gemcitabina [INN-Spanish], gemcitabine HCl, gemcitabine hydrochloride, gemcitabine-releasing intravesical system, Gemcitabinum [INN-Latin], gemRIS, Gemtro, Gemzar, GEO, LY-188011, topical gemcitabine hydrochloride						Other	chemical drug					60750	HMDB0014584	95058-81-4
GGN	AI593290, gametogenetin	gametogenetin	GGN	43.48349784	-0.637606852	0.059108713	Nucleus	other		199720	243897	292765			
